sex,citizen,geo,year,Number per 1000 people
Females,Foreign country,Slovenia,2018,16.6
Females,Foreign country,Slovenia,2019,16.0
Females,Foreign country,Slovenia,2020,18.1
Females,Foreign country,Slovenia,2021,18.3
Females,Foreign country,Slovenia,2022,23.0
Females,Foreign country,Slovenia,2023,31.1
Females,Foreign country,Slovakia,2014,2.1
Females,Foreign country,Slovakia,2015,3.0
Females,Foreign country,Slovakia,2016,2.5
Females,Foreign country,Slovakia,2017,3.4
Females,Foreign country,Slovakia,2020,3.2
Females,Foreign country,Slovakia,2023,6.4
Females,Foreign country,United Kingdom,2014,1308.1
Females,Foreign country,United Kingdom,2015,1469.8
Females,Foreign country,United Kingdom,2016,1540.4
Females,Foreign country,United Kingdom,2017,1612.7
Females,Foreign country,United Kingdom,2018,1610.8
Females,Foreign country,United Kingdom,2019,1703.6
Females,Reporting country,Austria,2014,1662.2
Females,Reporting country,Austria,2015,1669.5
Females,Reporting country,Austria,2016,1672.4
Females,Reporting country,Austria,2017,1682.1
Females,Reporting country,Austria,2018,1680.7
Females,Reporting country,Austria,2019,1691.3
Females,Reporting country,Austria,2020,1662.7
Females,Reporting country,Austria,2021,1655.7
Females,Reporting country,Austria,2022,1675.1
Females,Reporting country,Austria,2023,1674.7
Females,Reporting country,Bosnia and Herzegovina,2021,417.0
Females,Reporting country,Bosnia and Herzegovina,2022,422.3
Females,Reporting country,Bosnia and Herzegovina,2023,441.6
Females,Reporting country,Belgium,2014,1906.9
Females,Reporting country,Belgium,2015,1896.9
Females,Reporting country,Belgium,2016,1904.4
Females,Reporting country,Belgium,2017,1911.9
Females,Reporting country,Belgium,2018,1988.6
Females,Reporting country,Belgium,2019,2018.7
Females,Reporting country,Belgium,2020,2005.0
Females,Reporting country,Belgium,2021,2023.9
Females,Reporting country,Belgium,2022,2060.0
Females,Reporting country,Belgium,2023,2069.3
Females,Reporting country,Bulgaria,2014,1381.8
Females,Reporting country,Bulgaria,2015,1399.9
Females,Reporting country,Bulgaria,2016,1382.7
Females,Reporting country,Bulgaria,2017,1432.3
Females,Reporting country,Bulgaria,2018,1430.4
Females,Reporting country,Bulgaria,2019,1378.5
Females,Reporting country,Bulgaria,2020,1322.6
Females,Reporting country,Bulgaria,2021,1302.7
Females,Reporting country,Bulgaria,2022,1335.6
Females,Reporting country,Bulgaria,2023,1329.7
Females,Reporting country,Switzerland,2014,1558.6
Females,Reporting country,Switzerland,2015,1576.1
Females,Reporting country,Switzerland,2016,1589.6
Females,Reporting country,Switzerland,2017,1594.3
Females,Reporting country,Switzerland,2018,1599.0
Females,Reporting country,Switzerland,2019,1608.5
Females,Reporting country,Switzerland,2020,1599.4
Females,Reporting country,Switzerland,2021,1607.1
Females,Reporting country,Switzerland,2022,1614.1
Females,Reporting country,Switzerland,2023,1619.5
Females,Reporting country,Cyprus,2014,133.4
Females,Reporting country,Cyprus,2015,131.8
Females,Reporting country,Cyprus,2016,134.1
Females,Reporting country,Cyprus,2017,140.7
Females,Reporting country,Cyprus,2018,149.1
Females,Reporting country,Cyprus,2019,149.5
Females,Reporting country,Cyprus,2020,148.4
Females,Reporting country,Cyprus,2021,156.3
Females,Reporting country,Cyprus,2022,165.2
Females,Reporting country,Cyprus,2023,166.9
Females,Reporting country,Czechia,2014,2081.0
Females,Reporting country,Czechia,2015,2116.3
Females,Reporting country,Czechia,2016,2169.5
Females,Reporting country,Czechia,2017,2198.4
Females,Reporting country,Czechia,2018,2233.0
Females,Reporting country,Czechia,2019,2231.1
Females,Reporting country,Czechia,2020,2182.2
Females,Reporting country,Czechia,2021,2171.6
Females,Reporting country,Czechia,2022,2157.4
Females,Reporting country,Czechia,2023,2049.7
Females,Reporting country,Germany,2014,16692.4
Females,Reporting country,Germany,2015,16764.5
Females,Reporting country,Germany,2016,17033.2
Females,Reporting country,Germany,2017,17069.7
Females,Reporting country,Germany,2018,17031.0
Females,Reporting country,Germany,2019,17156.9
Females,Reporting country,Germany,2020,16852.8
Females,Reporting country,Germany,2021,16734.6
Females,Reporting country,Germany,2022,16880.5
Females,Reporting country,Germany,2023,16937.7
Females,Reporting country,Denmark,2014,1146.9
Females,Reporting country,Denmark,2015,1159.1
Females,Reporting country,Denmark,2016,1190.7
Females,Reporting country,Denmark,2017,1203.7
Females,Reporting country,Denmark,2018,1220.1
Females,Reporting country,Denmark,2019,1235.4
Females,Reporting country,Denmark,2020,1220.4
Females,Reporting country,Denmark,2021,1238.2
Females,Reporting country,Denmark,2022,1284.5
Females,Reporting country,Denmark,2023,1288.8
Females,Reporting country,Estonia,2014,257.3
Females,Reporting country,Estonia,2015,260.9
Females,Reporting country,Estonia,2016,259.3
Females,Reporting country,Estonia,2017,267.7
Females,Reporting country,Estonia,2018,268.2
Females,Reporting country,Estonia,2019,265.2
Females,Reporting country,Estonia,2020,259.6
Females,Reporting country,Estonia,2021,266.0
Females,Reporting country,Estonia,2022,279.1
Females,Reporting country,Estonia,2023,282.4
Females,Reporting country,Greece,2014,1350.4
Females,Reporting country,Greece,2015,1395.9
Females,Reporting country,Greece,2016,1430.0
Females,Reporting country,Greece,2017,1459.6
Females,Reporting country,Greece,2018,1481.0
Females,Reporting country,Greece,2019,1525.6
Females,Reporting country,Greece,2020,1533.7
Females,Reporting country,Greece,2021,1558.7
Females,Reporting country,Greece,2022,1650.6
Females,Reporting country,Greece,2023,1686.7
Females,Reporting country,Spain,2014,6957.5
Females,Reporting country,Spain,2015,7137.4
Females,Reporting country,Spain,2016,7358.6
Females,Reporting country,Spain,2017,7521.3
Females,Reporting country,Spain,2018,7698.0
Females,Reporting country,Spain,2019,7858.0
Females,Reporting country,Spain,2020,7618.2
Females,Reporting country,Spain,2021,7883.4
Females,Reporting country,Spain,2022,8093.8
Females,Reporting country,Spain,2023,8260.4
Females,Reporting country,Finland,2014,1142.7
Females,Reporting country,Finland,2015,1129.9
Females,Reporting country,Finland,2016,1123.2
Females,Reporting country,Finland,2017,1133.7
Females,Reporting country,Finland,2018,1161.8
Females,Reporting country,Finland,2019,1173.2
Females,Reporting country,Finland,2020,1151.1
Females,Reporting country,Finland,2021,1149.2
Females,Reporting country,Finland,2022,1171.0
Females,Reporting country,Finland,2023,1176.0
Females,Reporting country,France,2014,11968.5
Females,Reporting country,France,2015,12030.8
Females,Reporting country,France,2016,12067.1
Females,Reporting country,France,2017,12063.7
Females,Reporting country,France,2018,12172.8
Females,Reporting country,France,2019,12257.7
Females,Reporting country,France,2020,12206.0
Females,Reporting country,France,2021,12577.4
Females,Reporting country,France,2022,12787.7
Females,Reporting country,France,2023,12797.3
Females,Reporting country,Croatia,2014,696.7
Females,Reporting country,Croatia,2015,708.0
Females,Reporting country,Croatia,2016,708.0
Females,Reporting country,Croatia,2017,715.0
Females,Reporting country,Croatia,2018,719.4
Females,Reporting country,Croatia,2019,723.0
Females,Reporting country,Croatia,2020,711.1
Females,Reporting country,Croatia,2021,723.7
Females,Reporting country,Croatia,2022,733.1
Females,Reporting country,Croatia,2023,743.3
Females,Reporting country,Hungary,2014,1857.5
Females,Reporting country,Hungary,2015,1902.6
Females,Reporting country,Hungary,2016,1962.1
Females,Reporting country,Hungary,2017,1975.5
Females,Reporting country,Hungary,2018,1973.4
Females,Reporting country,Hungary,2019,1966.4
Females,Reporting country,Hungary,2020,1927.1
Females,Reporting country,Hungary,2021,2077.6
Females,Reporting country,Hungary,2022,2113.0
Females,Reporting country,Hungary,2023,2125.0
Females,Reporting country,Ireland,2014,771.4
Females,Reporting country,Ireland,2015,795.1
Females,Reporting country,Ireland,2016,820.8
Females,Reporting country,Ireland,2017,837.5
Females,Reporting country,Ireland,2018,852.9
Females,Reporting country,Ireland,2019,873.7
Females,Reporting country,Ireland,2020,857.4
Females,Reporting country,Ireland,2021,917.1
Females,Reporting country,Ireland,2022,965.8
Females,Reporting country,Ireland,2023,987.8
Females,Reporting country,Iceland,2014,77.1
Females,Reporting country,Iceland,2015,80.2
Females,Reporting country,Iceland,2016,81.2
Females,Reporting country,Iceland,2017,82.2
Females,Reporting country,Iceland,2018,83.3
Females,Reporting country,Iceland,2019,84.5
Females,Reporting country,Iceland,2020,80.8
Females,Reporting country,Iceland,2021,78.6
Females,Reporting country,Iceland,2022,83.0
Females,Reporting country,Iceland,2023,84.4
Females,Reporting country,Italy,2014,8174.4
Females,Reporting country,Italy,2015,8199.8
Females,Reporting country,Italy,2016,8328.2
Females,Reporting country,Italy,2017,8454.3
Females,Reporting country,Italy,2018,8478.9
Females,Reporting country,Italy,2019,8557.2
Females,Reporting country,Italy,2020,8378.8
Females,Reporting country,Italy,2021,8376.2
Females,Reporting country,Italy,2022,8571.5
Females,Reporting country,Italy,2023,8784.2
Females,Reporting country,Lithuania,2014,653.1
Females,Reporting country,Lithuania,2015,659.6
Females,Reporting country,Lithuania,2016,671.7
Females,Reporting country,Lithuania,2017,666.4
Females,Reporting country,Lithuania,2018,665.2
Females,Reporting country,Lithuania,2019,663.0
Females,Reporting country,Lithuania,2020,642.3
Females,Reporting country,Lithuania,2021,644.5
Females,Reporting country,Lithuania,2022,681.4
Females,Reporting country,Lithuania,2023,672.8
Females,Reporting country,Luxembourg,2014,54.4
Females,Reporting country,Luxembourg,2015,58.1
Females,Reporting country,Luxembourg,2016,57.9
Females,Reporting country,Luxembourg,2017,60.0
Females,Reporting country,Luxembourg,2018,60.4
Females,Reporting country,Luxembourg,2019,63.6
Females,Reporting country,Luxembourg,2020,67.0
Females,Reporting country,Luxembourg,2021,68.8
Females,Reporting country,Luxembourg,2022,69.1
Females,Reporting country,Luxembourg,2023,69.8
Females,Reporting country,Latvia,2014,380.8
Females,Reporting country,Latvia,2015,387.0
Females,Reporting country,Latvia,2016,388.0
Females,Reporting country,Latvia,2017,388.3
Females,Reporting country,Latvia,2018,394.3
Females,Reporting country,Latvia,2019,391.4
Females,Reporting country,Latvia,2020,383.3
Females,Reporting country,Latvia,2021,371.2
Females,Reporting country,Latvia,2022,386.7
Females,Reporting country,Latvia,2023,377.6
Females,Reporting country,Montenegro,2014,93.0
Females,Reporting country,Montenegro,2015,95.3
Females,Reporting country,Montenegro,2016,95.7
Females,Reporting country,Montenegro,2017,94.9
Females,Reporting country,Montenegro,2018,97.4
Females,Reporting country,Montenegro,2019,100.6
Females,Reporting country,Montenegro,2020,91.1
Females,Reporting country,North Macedonia,2014,268.5
Females,Reporting country,North Macedonia,2015,278.5
Females,Reporting country,North Macedonia,2016,280.4
Females,Reporting country,North Macedonia,2017,287.4
Females,Reporting country,North Macedonia,2018,296.6
Females,Reporting country,North Macedonia,2019,315.9
Females,Reporting country,North Macedonia,2020,319.4
Females,Reporting country,Malta,2014,64.6
Females,Reporting country,Malta,2015,66.5
Females,Reporting country,Malta,2016,70.3
Females,Reporting country,Malta,2017,72.3
Females,Reporting country,Malta,2018,71.0
Females,Reporting country,Malta,2019,71.8
Females,Reporting country,Malta,2020,72.9
Females,Reporting country,Malta,2021,75.9
Females,Reporting country,Malta,2022,78.9
Females,Reporting country,Malta,2023,81.2
Females,Reporting country,Netherlands,2014,3536.2
Females,Reporting country,Netherlands,2015,3579.9
Females,Reporting country,Netherlands,2016,3635.4
Females,Reporting country,Netherlands,2017,3706.3
Females,Reporting country,Netherlands,2018,3785.5
Females,Reporting country,Netherlands,2019,3847.2
Females,Reporting country,Netherlands,2020,3845.5
Females,Reporting country,Netherlands,2021,4046.0
Females,Reporting country,Netherlands,2022,4143.3
Females,Reporting country,Netherlands,2023,4196.3
Females,Reporting country,Norway,2014,1120.4
Females,Reporting country,Norway,2015,1109.4
Females,Reporting country,Norway,2016,1117.6
Females,Reporting country,Norway,2017,1119.1
Females,Reporting country,Norway,2018,1095.9
Females,Reporting country,Norway,2019,1099.6
Females,Reporting country,Norway,2020,1097.6
Females,Reporting country,Norway,2021,1134.4
Females,Reporting country,Norway,2022,1161.6
Females,Reporting country,Norway,2023,1174.6
Females,Reporting country,Poland,2014,6969.7
Females,Reporting country,Poland,2015,7105.7
Females,Reporting country,Poland,2016,7146.0
Females,Reporting country,Poland,2017,7204.4
Females,Reporting country,Poland,2018,7242.8
Females,Reporting country,Poland,2019,7368.1
Females,Reporting country,Poland,2020,7362.2
Females,Reporting country,Poland,2021,7557.2
Females,Reporting country,Poland,2022,7639.6
Females,Reporting country,Poland,2023,7664.5
Females,Reporting country,Portugal,2014,2028.7
Females,Reporting country,Portugal,2015,2070.7
Females,Reporting country,Portugal,2016,2103.9
Females,Reporting country,Portugal,2017,2169.4
Females,Reporting country,Portugal,2018,2224.4
Females,Reporting country,Portugal,2019,2226.8
Females,Reporting country,Portugal,2020,2182.3
Females,Reporting country,Portugal,2021,2235.4
Females,Reporting country,Portugal,2022,2275.6
Females,Reporting country,Portugal,2023,2263.9
Females,Reporting country,Romania,2014,3575.8
Females,Reporting country,Romania,2015,3528.8
Females,Reporting country,Romania,2016,3497.0
Females,Reporting country,Romania,2017,3617.7
Females,Reporting country,Romania,2018,3588.0
Females,Reporting country,Romania,2019,3581.3
